V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,y
-4.554888618625998,4.100699821415898,-3.1344322634312216,-1.3138448496181572,-9.391112289980567,2.519539628451033,1.3080413835854277,0.926173092910491,7.067234368357539,3.509056767882329,3
10.76643134456661,4.11498493423472,-0.14585051913021685,6.064239305191337,-4.482857566205458,2.045298339025158,-8.068677334464436,7.231180998004607,-1.3617348124734947,-1.0318541493795677,2
8.697494463189612,6.927251541626376,0.08111457519796195,8.782801140898107,-6.016109327354924,2.765242287701331,-9.023663640928138,9.352678129466085,-1.6998000144514362,-0.5199183130952107,2
7.8873799251900545,0.8889828108507244,0.6138882138813225,6.9763012411022665,-11.153522209405338,-5.858364402325707,-12.793675885266135,4.969787463742851,1.3993715383422884,6.831188128586893,1
3.4324274051309436,3.0627787952585024,0.8811390415498435,-0.040477102204062754,-4.844429203503873,2.0575290540602467,-2.111636239960456,8.952104952659917,10.530478078413791,-2.3243820231291608,0
5.675429137134948,1.05970600310749,5.183238783242958,11.026261123589743,-9.358367919541001,-7.582470301503557,-8.705630253682264,8.022901012451753,5.690950868335463,6.511885634045317,1
0.7020050377618574,5.6127306679882025,-1.2648873110736454,1.4214611574523783,-9.784379529744644,2.5766185664281784,2.358073383164759,1.9255900044674,6.987162637223715,3.941575169967974,3
-2.165566692217523,-1.1476628933061832,5.634056912771014,-11.174624810865701,2.9955218591181736,4.3937620272055895,-3.6420447755064185,-7.213487688820206,-3.7196356561833612,-2.5785109310193874,4
-1.915321362463204,1.8322909625729187,5.415297188429807,2.261106654048464,-1.5450056625861315,5.146294746058315,-3.1213343888994114,7.267374393547049,10.395471706984475,-0.7279605969079348,0
2.518565179971339,3.1319412595081255,0.19363040622084138,2.1245337928448658,-2.9730414087348196,1.6766926613827617,-2.068214281077368,7.866922501886696,8.636066169764316,-4.806081951636879,0
1.3767037737619874,4.144711385689911,2.232347753700734,1.5842129175144444,-1.4054179501884532,2.947290812736329,-0.7364896405498501,8.583181142749622,7.416586781453122,-4.905153889118253,0
3.3356804640475386,-4.05746633312659,-0.14409886598992783,9.107899124532338,-9.065064876468197,-5.976578312853056,-9.264875759416444,5.273039537454014,4.77188462813392,4.814468518251861,1
-3.301539476961323,4.412598300811728,-0.5279602956580072,0.9256664382041229,-10.155727988436812,4.337195809022232,3.037353789190785,0.21734987000125994,8.63369481998123,2.9598728258662272,3
-7.005106246134693,5.804084131029663,-1.2349209443253053,2.9343541977268712,-8.877091776698583,0.21648899313000092,-0.038002740169760685,5.19447391114713,8.984939184308159,3.3176353279735635,3
-7.100358253530109,5.220192005174729,-3.3182840757900998,0.7081457889544849,-9.278679106976526,4.84209637338504,0.32525390574507895,1.8511492678717936,13.844808982459345,4.717214176405427,3
4.554186401554503,2.608220319938174,1.5495812669676319,6.724069774465626,-9.181597726759682,-9.840616781129677,-10.135644037414648,8.22831338661325,6.017222424098835,11.514325091686903,1
-5.135273529049199,4.844411160447404,-4.535487304878955,0.5715760597499998,-8.415605021435926,4.3045602466241695,2.739557801990567,2.1306933461607853,10.654033130102022,4.37673516176673,3
4.170655488298495,3.596111576890987,1.7632743157948343,2.282637980657084,-0.931945075399057,2.656388238364538,-2.609944126731497,8.378185318955774,11.143628802701693,-1.468798220107634,0
4.29315567306184,2.8456739917887166,1.7946853395598636,6.7617605134054894,-9.08408484268368,-10.381928097401328,-7.773729119878867,9.143933015204237,7.816738587952466,5.339796228699706,1
-3.438500356825779,5.875052634189198,-4.214025397780633,-0.9930815373815531,-11.72178077440767,1.385308030508169,1.3506544867385584,3.437776627876796,11.512087434822702,4.146427617657871,3
3.3240774067864756,1.2496128879127295,3.309701329642562,8.24267166285263,-6.64853395097629,-10.306836172537043,-11.195193560758431,6.407939194200124,7.4031136572514935,6.648869943520803,1
-5.372705397161821,6.828490162147751,-0.2866767831151218,1.6388535098271344,-8.415903774078377,1.636271516805222,0.8017252183285954,1.341859992693704,10.158922666212804,5.239656728314985,3
-2.8755833332870773,6.137273336085245,-1.2716993253436693,2.6022931125178657,-7.8044655851374864,2.482380087902152,1.2847253347423315,1.8697994725210534,8.483586481412834,5.411372169700407,3
7.957456727818054,2.083843171942038,1.6106326742009685,6.21815790393127,-11.103473795235772,-8.81013728228377,-12.680679752384005,7.381541402690834,3.0236530549124034,7.697085877594839,1
-3.525965855610452,6.727534586487428,0.8491195684867285,-2.8110420057054695,-12.221880492093888,1.645119964484259,3.65280290468653,3.8562742475701426,7.745469942659836,7.380775583646144,3
0.9055610057370029,2.2012190315142344,2.9971655103900345,0.5888802637378903,-0.13768102103730406,4.400189738467839,2.6455689339590918,10.2412103246271,8.608727901724189,-2.762052143121113,0
2.347862228244661,0.3088271731904819,3.0058836067889585,8.047722018556378,-8.383411348396677,-10.94915358143767,-10.459692633466418,9.944192683857565,4.144612556869381,4.807104747183551,1
8.429049327290114,7.069789320857219,2.356060535638564,4.858481540758915,-7.590387664653417,6.3798679660777164,-7.804637215187824,9.147244457779069,-1.2583014189365778,-2.971863473409405,2
9.615524981067411,6.2845339364668975,-1.4580656171146493,5.551878026716109,-9.94147988980512,2.2769143181353977,-8.203385216083774,8.970880714463599,1.1118776550534104,-1.6849483513931842,2
-4.1876115480913345,4.852655038715591,-3.304799732929886,1.201235873841201,-8.958821017832067,1.6456957695034955,2.51417450374677,7.639651703291892,11.806833833399445,3.0128525538554256,3
3.818227428496174,2.871886337352466,1.0356757847148832,0.34381936067733365,-1.0426606815046613,3.8627344158957118,1.033085203927432,8.734556835885181,9.161559583583585,-0.06466879018498073,0
-4.702749712623364,4.656384883163203,-2.150935070409207,1.0770985114946419,-10.292136231398397,4.547102661122174,4.9070697925175155,0.382312540108555,5.158194351562293,1.994036348427105,3
3.9290713459636297,-0.3383121144062873,1.5690883551620696,7.526692732115621,-9.570717802314574,-6.8317393088078315,-9.336240377971668,7.072621454350933,5.764505333410346,6.18397730686741,1
8.581546304114035,3.83445287100039,-4.1761927871627105,6.633088452955416,-2.9608199765449363,3.52620166663785,-6.0379547730322365,9.157188533066908,1.0662043229451164,-2.12619082343746,2
-3.9124197953647717,6.8319411040294575,-4.181716635698184,-0.6043975434710551,-10.560412753178285,1.4934402584149749,-1.5765865334810134,0.9138835740525078,8.571173144473613,2.9345645311789683,3
5.937771365135026,1.5957352603559238,-1.0378270727357841,7.682656156628882,-7.3009293925042416,3.983650093659623,-7.2220992352303846,9.320696270131993,-2.2838781466533375,1.7715053986058424,2
-4.57927035921187,-3.5021915705647344,1.4304845344139228,-13.008186060445595,1.9146842173251544,3.0745772299648166,-5.835743142057593,-9.648859262798087,-2.891345455280856,-0.12209236520873068,4
1.0141817169622096,4.482805350103671,2.464574516650909,-0.9324659075596473,-1.7334995978093422,3.4736344966390265,-3.7156237433236594,9.39363527671013,11.219732072045328,-3.4676464026933456,0
-3.972226488865518,-2.736932520143945,6.011156592263429,-6.2528476150638,3.8400895527462002,0.38470706231349405,-6.555973603245117,-6.232515807588927,-3.751082497253532,-2.7949720723556024,4
-3.4500282737816894,4.084233913929317,-3.012457066049292,0.3636121006870108,-10.948961857230637,0.5073677009758801,1.946911695757314,4.59056188655392,8.30390386692222,1.9787116108299456,3
1.2179620211812772,4.58039930685776,0.8093020696949167,2.128960654337944,-11.810511518583432,1.6986736463241607,0.41243865647798517,3.807758185878337,4.119244873952922,1.8371439370745937,3
10.557990225427274,6.481432750135271,-3.0826399460344667,5.534336370148014,-4.628719659885029,-0.10111032831610611,-5.426810093943881,9.070941794909974,-2.2822290797190328,-0.6746120574699817,2
10.104694234578325,8.018102487715613,-1.9751990125251404,7.061348714648821,-6.186221179213485,3.257118648167766,-5.18596109705864,9.071701394539282,0.6310357516688817,-2.019155608464958,2
-5.215777345169108,4.600273374502065,-0.6858135675230226,2.4685581665676946,-8.817391679970362,3.8126012141065075,2.151027899040662,0.4814660040496328,9.923164495174074,5.15650338417789,3
4.020901985243936,1.598263265452017,0.07129173822298651,7.600640406139141,-9.460347189801317,-6.883039366294528,-11.591962968423365,6.999105909021063,4.9449828636483435,5.875264644611029,1
6.2022742247622995,-2.879371683015785,-0.8496794768293245,11.233290315206556,-7.999309686686773,-10.732043905284629,-8.119716456682273,8.562979838531511,4.780073765969563,8.584070738432596,1
-1.0753743412216985,5.71671086568129,1.0575101936045364,0.050515875259312226,-1.9174132391078735,3.719590112943758,-1.9545559714154965,2.3524025170017264,10.251216614518121,-1.540892299674769,0
12.541013680035052,7.90041003847622,2.1258682016542996,5.868013539459318,-7.639114253990337,3.7482452855037147,-7.533652518180046,8.00870530501271,-2.4319446803337468,0.12631037269832568,2
-4.016035386760118,-0.9960227534911112,3.2006737613728142,-9.348404777382623,3.8219070234402075,3.423819224393145,-5.866891300601344,-5.16778793604947,-4.745040002065331,-2.6927231886663554,4
-5.630813129382018,5.986303605552995,3.312894455874461,4.487114416781701,-9.868114150955112,4.04597522678639,5.443225714427269,6.0559516109423015,10.989940676000632,3.752443690619685,3
1.3483129996209011,5.259663840008898,2.4857295666096944,3.4138769298940606,-1.4275955746174882,3.4560416823473545,1.7190514437365718,5.045434474796927,8.452769583981723,0.23591613015023372,0
-3.04376965005728,8.141610324639412,-4.259647460481608,-0.039872398477217796,-12.14817309971693,-0.2668045055831829,0.16771071296542095,2.512467332174813,9.401066011359266,5.23250459793215,3
-7.312405030318744,-2.3462391225527224,5.260065092505673,-6.624214464494927,1.4671992576394313,2.97021211580119,-8.293724611951546,-7.563009877057881,-1.9283100081393139,-3.098622909794895,4
-2.32194616400906,-2.622571697027808,7.02807137896044,-8.328654639100561,3.8262510486736794,3.4676747285033933,-4.614576078833555,-6.129719163601408,-4.181934062754607,-0.629447371014674,4
-0.4626902406310789,4.7372048449838795,2.5756844309347398,1.6408311367410513,-1.8840220274979878,3.0874284018913865,-3.3139554754637937,7.190854679777852,10.273988033498222,-0.7247166262876907,0
